Unnamed: 0,title,allsides_summary_text,external_link,bias
7,White House Narrows April 2 Tariffs,"The White House is narrowing its approach to tariffs set to take effect on April 2, likely omitting a set of industry-specific tariffs while applying reciprocal levies on a targeted set of nations that account for the bulk of foreign trade with the U.S.
President Trump has declared his April 2 deadline to be “Liberation Day” for the U.S., when he will put in place so-called reciprocal tariffs that seek to equalize U.S. tariffs with the duties charged by trading partners, as well as tariffs on sectors like automobiles, pharmaceuticals and semiconductors...",https://www.wsj.com/politics/policy/trump-tariff-reciprocal-deadline-industrial-delay-97508838,Center
8,"Mia Love, First Black Republican Woman Elected to Congress, Dies at 49","Mia Love, the first Black Republican woman elected to Congress, who served from 2015 to 2019, died on Sunday at her home in Utah. She was 49.
Her family confirmed the death in a post on one of Ms. Love’s social media pages. She had been diagnosed in 2022 with a glioblastoma, an aggressive type of brain tumor.",https://www.nytimes.com/2025/03/24/us/politics/mia-love-dead.html,Lean Left
9,Tiger Woods confirms his relationship with Vanessa Trump in a social media post,"Tiger Woods has confirmed his relationship with the former daughter-in-law of President Donald Trump, publishing two images to social media in a post that said, “Love is in the air.”
Woods and Vanessa Trump, who was married to Donald Trump Jr., had been seen at Torrey Pines in San Diego along with her daughter, Kai, when Woods arrived for the final round to hand out the trophy to the winner of the Genesis Invitational. He is the tournament host.",https://apnews.com/article/tiger-woods-vanessa-trump-donald-trump-jr-9b2a50f11efce7f23dcec362963ee839,Left
10,"US and Russia talk about Ukraine war, eye a Black Sea ceasefire","U.S. and Russian officials began talks in Saudi Arabia on Monday aimed at making progress towards a broad ceasefire in Ukraine with Washington eyeing a separate Black Sea maritime ceasefire deal before securing a wider agreement.
The talks, which followed U.S. negotiations with Ukraine in Saudi Arabia on Sunday, come as U.S. President Donald Trump intensifies his drive to end the three-year-old conflict after he last week spoke to both Ukrainian President Volodymyr Zelenskiy and Russian President Vladimir Putin.",https://www.reuters.com/world/europe/us-delegation-aims-black-sea-ceasefire-ukraine-russia-talks-2025-03-23/,Center
11,MLB Removes References to ‘Diversity’ from Website’s Careers Page,"Major League Baseball has removed the word “diversity” from the careers page of its website, joining other corporations that have pulled back on diversity, equity, and inclusion efforts since President Trump took office.
“Our values on diversity remain unchanged,” MLB said in a statement to the Associated Press on Friday.
“We are in the process of evaluating our programs for any modifications to eligibility criteria that are needed to ensure our programs are compliant with federal law as they continue forward.”",https://www.nationalreview.com/news/mlb-removes-references-to-diversity-from-websites-careers-page/,Lean Right
0,US military takes an abrupt turn after decades of climate change research,"Every other winter, the U.S. military gathers with allies on the Arctic for Operation Ice Camp as the warming region becomes increasingly accessible, raising concerns about borders and peace.
At the U.S. Naval Academy in Annapolis, Maryland, a $37 million sea wall project was finished last year to keep out the rising tides now flooding the base 30 to 40 times a year.",https://www.usatoday.com/story/news/nation/2025/04/05/military-climate-change-research/82352083007/,Lean Left
1,Kamala Harris Vows to Stay Politically Active: ‘I’m Not Going Anywhere’,"Despite her failed 2024 presidential run, former vice president Kamala Harris says Americans haven’t seen the last of her.
“We can’t go out there and do battle if we don’t take care of ourselves and each other. I’ll see you out there. I’m not going anywhere,” Harris said Thursday during a rare public appearance since she lost the November election.",https://www.nationalreview.com/news/kamala-harris-vows-to-stay-politically-active-im-not-going-anywhere/,Lean Right
2,Barack Obama shares candid revelation about Michelle Obama marriage amid divorce rumours,"Barack Obama has shared a candid revelation about his marriage to Michelle Obama.
The former US president opened up about the state of his relationship to Michelle while “speaking publicly” for “the first time in a while” during a talk at Hamilton College on Thursday (3 April).",https://www.the-independent.com/life-style/barack-obama-michelle-obama-trump-b2727963.html,Lean Left
3,Federal officials are quietly terminating the legal residency of some international college students,"A crackdown on foreign students is alarming college leaders, who say the Trump administration is using new tactics and vague justifications to push some students out of the country.
College officials worry the new approach will keep foreigners from wanting to study in the U.S.
Students stripped of their entry visas are receiving orders from the Department of Homeland Security to leave the country immediately — a break from past practice that often permitted them to stay and complete their studies.
Some students have been targeted over pro-Palestinian activism or criminal infractions — or...",https://apnews.com/article/college-international-student-f1-visa-ice-trump-7a1d186c06a5fdb2f64506dcf208105a,Left
4,Americans Want Retirement Redefined,"Anew survey has found that 80 percent of Americans believe the Trump administration and Congress should prioritize legislation to help people plan and save for a secure retirement.
BlackRock's study, which surveyed 1,000 registered voters between January 11 and January 15, found that only 28 percent believe the United States retirement system gives working Americans the necessary tools and resources to save for a secure later life. Only 18 percent are confident they will have enough money to see out their post-work years, while 51 percent are more worried about running out...",https://www.newsweek.com/americans-want-retirement-redefined-2054233,Center
5,"Tornados, strong storms rip through Central US, causing at least 10 deaths","Tornadoes and strong storms ripped through states in the central U.S., causing at least 10 deaths. 
Property damage has been reported in Arkansas, Missouri, Tennessee, Kentucky, Illinois and Indiana.
The deaths occurred in Tennessee, Kentucky, Missouri and Indiana, according to the Weather Channel.",https://justthenews.com/government/local/tornados-severe-weather-rip-through-central-us-causing-least-10-deaths?utm_source=justthenews.com&utm_medium=feed&utm_campaign=external-news-aggregators,Lean Right
